ID_Tiempo_Costo,ID_Ruta,Tiempo_Transporte (hrs),Costo_Total ($),Fecha_Transporte
TC1373,R350,7.01,194,2017-05-29
TC1374,R245,9.96,468,2022-12-31
TC1375,R382,2.4,194,2017-06-30
TC1376,R062,4.23,453,2017-10-20
TC1377,R368,7.44,384,2020-03-10
TC1378,R417,7.78,354,2016/04/30
TC1379,R456,5.79,56,2024-04-30
TC1380,R254,7.97,164,2016/11/06
TC1381,R017,7.03,142,2022-06-29
TC1382,R151,4.18,274,2021-05-26
TC1383,R362,6.7,121,2018-09-20
TC1384,R314,7.38,234,2018-01-01
TC1385,R287,8.16,150,2020-08-31
TC1386,R164,2.18,268,2016/02/25
TC1387,R227,4.63,465,2019-08-14
TC1388,R297,8.15,467,2018-03-10
TC1389,R306,9.4,104,2018-03-21
TC1390,R492,3.64,371,2019-01-07
TC1391,R138,9.22,187,2023-01-21
TC1392,R225,5.23,291,2018-02-08
TC1393,R221,2.36,372,2018-12-07
TC1394,R355,7.65,75,2023-02-21
TC1395,R211,7.48,437,2024-01-27
TC1396,R292,2.61,484,2020-11-04
TC1397,R195,6.42,66,2021-03-08
TC1398,R330,8.77,491,2020-09-12
TC1399,R364,7.14,190,2023-07-02
TC1400,R280,8.93,76,2024-12-26
TC1401,R445,8.29,216,2020-01-04
TC1402,R433,3.83,117,2017-10-29
TC1403,R333,2.68,137,2018-08-09
TC1404,R459,1.1,126,2021-12-01
TC1405,R034,9.98,281,2019-10-19
TC1406,R409,2.91,179,2017-03-21
TC1407,R414,4.21,368,2021-07-01
TC1408,R028,2.32,322,2022-10-16
TC1409,R044,4.84,279,2018-07-04
TC1410,R013,8.69,139,2018-11-29
TC1411,R387,4.54,98,2024-01-03
TC1412,R477,1.42,309,2022-11-10
TC1413,R032,6.77,133,2019-12-28
TC1414,R495,4.87,95,2019-09-30
TC1415,R392,9.02,335,2016/04/19
TC1416,R239,8.45,463,2021-04-29
TC1417,R324,1.85,124,2016/11/01
TC1418,R138,2.41,362,2024-11-24
TC1419,R393,3.9,182,2019-11-19
TC1420,R191,5.99,298,2020-10-07
TC1421,R057,2.3,347,2016/07/29
TC1422,R355,2.58,162,2022-03-07
TC1423,R407,6.41,217,2021-06-03
TC1424,R265,7.59,112,2022-12-16
TC1425,R314,3.83,275,2020-01-25
TC1426,R092,7.96,486,2022-10-18
TC1427,R419,2.39,73,2018-03-03
TC1428,R185,1.9,259,2019-09-10
TC1429,R179,2.52,171,2017-03-14
TC1430,R100,1.69,485,2018-11-29
TC1431,R481,2.48,160,2018-08-14
TC1432,R208,8.23,333,2022-12-12
TC1433,R478,2.48,146,2016/04/25
TC1434,R086,5.83,411,2016/03/01
TC1435,R020,4.66,149,2022-08-26
TC1436,R380,4.07,263,2024-03-16
TC1437,R069,8.77,111,2016/06/15
TC1438,R306,9.72,183,2017-03-13
TC1439,R078,6.39,244,2019-07-17
TC1440,R015,9.29,296,2016/02/22
TC1441,R109,6.8,393,2024-10-27
TC1442,R068,2.47,493,2024-10-24
TC1443,R197,3.39,453,2024-11-10
TC1444,R383,7.97,297,2021-11-08
TC1445,R050,7.75,369,2019-05-17
TC1446,R027,4.24,358,2021-12-28
TC1447,R454,8.13,268,2024-03-19
TC1448,R225,7.51,236,2021-10-22
TC1449,R163,7.05,424,2024-06-05
TC1450,R361,8.49,216,2022-07-30
TC1451,R390,1.41,156,2023-05-22
TC1452,R234,3.43,69,2016/12/27
TC1453,R269,1.31,475,2017-11-27
TC1454,R093,3.06,386,2020-10-18
TC1455,R317,4.35,389,2024-01-06
TC1456,R352,7.98,86,2017-10-04
TC1457,R176,5.51,312,2019-11-28
TC1458,R037,8.97,297,2019-07-02
TC1459,R095,2.49,182,2022-03-25
TC1460,R495,3.25,427,2016/05/08
TC1461,R490,3.8,246,2024-10-06
TC1462,R419,1.22,253,2023-05-21
TC1463,R321,7.9,235,2023-03-20
TC1464,R450,6.49,277,2021-07-26
TC1465,R374,9.55,58,2018-04-02
TC1466,R450,2.1,275,2018-11-22
TC1467,R060,2.49,313,2016/07/17
TC1468,R185,4.11,165,2021-11-18
TC1469,R323,1.26,181,2018-02-07
TC1470,R019,7.57,84,2017-04-01
TC1471,R025,8.89,382,2017-11-06
TC1472,R412,7.32,419,2016/07/09
TC1473,R278,1.38,75,2023-03-26
TC1474,R232,7.4,390,2023-05-17
TC1475,R160,3.43,370,2023-07-14
TC1476,R151,3.52,491,2016/10/05
TC1477,R202,3.19,336,2022-08-03
TC1478,R145,3.69,304,2023-09-17
TC1479,R445,7.26,374,2024-04-27
TC1480,R095,3.87,384,2023-08-17
TC1481,R404,2.2,417,2023-03-20
TC1482,R445,2.57,488,2018-11-09
TC1483,R495,9.48,472,2017-04-26
TC1484,R476,1.3,327,2023-01-25
TC1485,R059,3.18,157,2024-12-12
TC1486,R033,5.66,158,2024-04-28
TC1487,R403,2.18,364,2021-04-22
TC1488,R039,2.62,382,2024-10-17
TC1489,R281,5.49,298,2019-11-06
TC1490,R266,7.34,483,2024-07-04
TC1491,R330,5.73,99,2022-11-30
TC1492,R035,5.04,401,2016/05/16
TC1493,R031,4.86,75,2018-05-09
TC1494,R427,8.24,345,2024-07-13
TC1495,R329,5.36,68,2019-02-03
TC1496,R126,5.26,116,2024-11-11
TC1497,R495,8.01,153,2019-10-19
TC1498,R005,4.46,203,2023-08-30
TC1499,R342,6.24,88,2021-12-29
TC1500,R382,2.84,208,2021-08-07
TC1501,R425,3.03,306,2020-10-12
TC1502,R022,2.03,451,2019-11-21
TC1503,R067,3.16,494,2023-04-05
TC1504,R399,6.7,235,2020-09-23
TC1505,R317,1.73,377,2018-03-16
TC1506,R048,6.08,228,2023-10-13
TC1507,R284,9.19,281,2023-04-20
TC1508,R304,2.29,84,2022-10-13
TC1509,R380,5.58,396,2022-05-21
TC1510,R262,5.78,146,2022-09-09
TC1511,R340,6.5,407,2020-11-22
TC1512,R371,8.98,307,2019-04-06
TC1513,R385,1.04,444,2024-09-21
TC1514,R314,7.57,243,2020-02-12
TC1515,R427,1.07,270,2021-09-28
TC1516,R222,3.77,122,2016/07/15
TC1517,R085,2.57,364,2017-02-27
TC1518,R438,5.55,326,2018-10-27
TC1519,R124,1.58,96,2024-08-07
TC1520,R400,5.97,496,2018-05-23
TC1521,R003,6.1,277,2023-04-12
TC1522,R337,9.26,478,2023-07-24
TC1523,R268,9.66,468,2018-05-08
TC1524,R252,9.89,402,2018-12-11
TC1525,R037,2.68,392,2017-01-11
TC1526,R109,3.75,119,2023-06-11
TC1527,R051,8.12,143,2017-10-03
TC1528,R082,3.38,218,2024-07-23
TC1529,R134,9.78,327,2018-05-11
TC1530,R295,7.28,304,2017-12-12
TC1531,R414,8.32,222,2021-03-19
TC1532,R366,1.2,156,2022-07-13
TC1533,R248,8.7,214,2023-02-11
TC1534,R114,7.3,486,2018-09-14
TC1535,R257,2.49,140,2023-01-25
TC1536,R067,4.16,387,2024-06-06
TC1537,R244,5.58,190,2021-06-24
TC1538,R429,5.34,311,2016/12/27
TC1539,R292,8.71,230,2022-12-28
TC1540,R372,6.74,131,2021-07-14
TC1541,R246,8.11,335,2024-11-07
TC1542,R325,9.41,85,2022-10-20
TC1543,R117,3.68,419,2020-09-18
TC1544,R316,7.81,399,2024-12-15
TC1545,R338,8.91,345,2018-03-11
TC1546,R095,8.31,300,2023-12-16
TC1547,R309,9.32,149,2022-01-28
TC1548,R202,7.94,64,2023-03-20
TC1549,R143,1.01,460,2017-08-03
TC1550,R145,9.88,456,2020-06-27
TC1551,R350,6.27,489,2022-08-23
TC1552,R049,6.79,460,2016/09/08
TC1553,R162,5.55,276,2023-02-12
TC1554,R267,9.9,424,2019-06-28
TC1555,R342,5.85,157,2024-02-04
TC1556,R156,5.64,464,2018-07-06
TC1557,R193,6.23,151,2023-11-04
TC1558,R104,4.66,240,2024-07-09
TC1559,R201,2.58,83,2018-03-29
TC1560,R136,2.29,65,2018-02-10
TC1561,R340,2.02,89,2016/07/06
TC1562,R217,8.17,277,2019-10-10
TC1563,R199,9.66,262,2020-01-14
TC1564,R248,7.52,82,2017-02-15
TC1565,R066,7.43,284,2024-07-01
TC1566,R493,9.49,218,2019-09-18
TC1567,R496,5.33,398,2018-01-28
TC1568,R461,1.71,127,2024-02-18
TC1569,R010,1.87,81,2017-03-17
TC1570,R365,9.73,62,2018-03-15
TC1571,R350,6.08,71,2024-05-31
TC1572,R334,2.46,126,2019-07-10
TC1573,R076,4.21,429,2021-08-26
TC1574,R347,9.07,265,2023-02-02
TC1575,R065,4.73,229,2017-11-01
TC1576,R436,2.11,273,2022-05-15
TC1577,R481,8.04,201,2016/06/05
TC1578,R479,4.72,305,2019-09-17
TC1579,R394,2.65,348,2018-05-25
TC1580,R250,7.59,359,2018-12-21
TC1581,R451,5.29,364,2020-04-16
TC1582,R172,8.15,125,2021-07-05
TC1583,R044,6.55,166,2023-06-12
TC1584,R399,6.56,363,2018-02-05
TC1585,R303,3.96,452,2016/08/26
TC1586,R454,9.9,399,2018-07-31
TC1587,R054,2.6,369,2018-08-05
TC1588,R093,1.26,375,2019-11-30
TC1589,R227,1.2,183,2018-12-25
TC1590,R468,6.95,288,2017-09-19
TC1591,R172,3.1,346,2024-07-17
TC1592,R361,6.17,172,2017-10-04
TC1593,R466,9.55,227,2019-05-24
TC1594,R041,9.68,451,2018-06-04
TC1595,R149,9.09,438,2016/08/11
TC1596,R185,5.93,442,2017-05-03
TC1597,R181,9.65,285,2020-06-24
TC1598,R365,2.43,175,2016/11/02
TC1599,R055,9.16,118,2021-02-05
TC1600,R176,5.03,171,2022-06-01
TC1601,R293,1.9,393,2020-03-21
TC1602,R200,6.43,133,2023-07-04
TC1603,R012,6.0,314,2023-01-10
TC1604,R138,7.11,255,2019-10-15
TC1605,R300,4.97,191,2018-08-26
TC1606,R103,4.2,73,2020-12-02
TC1607,R468,2.42,341,2021-11-18
TC1608,R005,4.18,141,2019-05-25
TC1609,R118,7.65,101,2022-09-20
TC1610,R395,9.83,138,2020-05-24
TC1611,R074,3.57,327,2024-03-01
TC1612,R361,9.82,500,2017-07-19
TC1613,R058,5.43,173,2024-12-26
TC1614,R474,4.29,426,2022-09-23
TC1615,R111,5.17,312,2024-12-26
TC1616,R035,1.01,343,2021-07-19
TC1617,R091,9.89,179,2016/05/13
TC1618,R028,6.06,124,2017-05-18
TC1619,R335,6.88,117,2023-02-24
TC1620,R038,5.77,320,2023-01-01
TC1621,R068,9.48,416,2021-01-05
TC1622,R499,7.84,414,2021-04-05
TC1623,R195,8.54,64,2017-07-14
TC1624,R130,5.5,118,2016/05/04
TC1625,R337,7.36,207,2020-09-04
TC1626,R295,9.77,276,2018-03-04
TC1627,R209,3.2,127,2017-07-05
TC1628,R198,8.93,238,2016/07/19
TC1629,R083,4.18,293,2023-02-05
TC1630,R148,5.79,91,2021-02-21
TC1631,R473,7.5,251,2023-02-16
TC1632,R127,2.87,247,2024-09-29
TC1633,R292,9.41,341,2019-08-20
TC1634,R040,5.1,249,2018-01-26
TC1635,R404,3.54,315,2016/05/13
TC1636,R483,2.64,437,2017-05-04
TC1637,R465,4.04,283,2023-08-25
TC1638,R447,1.13,302,2017-07-26
TC1639,R086,5.73,283,2016/08/11
TC1640,R207,2.26,51,2021-04-05
TC1641,R044,5.39,414,2022-03-11
TC1642,R275,5.07,297,2018-04-03
TC1643,R260,8.05,87,2023-07-13
TC1644,R463,6.48,335,2024-06-19
TC1645,R198,1.83,415,2023-05-06
TC1646,R175,3.87,259,2017-09-08
TC1647,R217,2.79,324,2018-06-26
TC1648,R162,7.75,162,2018-04-04
TC1649,R460,3.23,182,2018-10-14
TC1650,R031,6.56,96,2016/03/24
TC1651,R437,8.6,150,2016/04/14
TC1652,R095,3.28,393,2023-07-09
TC1653,R305,2.55,271,2019-12-23
TC1654,R171,3.86,72,2020-08-10
TC1655,R470,3.38,77,2024-02-20
TC1656,R163,9.81,76,2024-08-15
TC1657,R427,1.84,275,2021-08-31
TC1658,R297,9.74,468,2016/10/27
TC1659,R411,3.01,145,2016/11/26
TC1660,R102,3.29,216,2016/03/14
TC1661,R010,3.31,173,2018-06-30
TC1662,R211,2.84,179,2017-04-06
TC1663,R200,6.5,356,2017-05-30
TC1664,R442,5.18,266,2022-05-28
TC1665,R099,3.76,398,2022-07-06
TC1666,R191,4.8,481,2018-06-29
TC1667,R487,9.36,207,2020-12-20
TC1668,R348,2.45,492,2016/06/05
TC1669,R250,1.4,62,2024-08-20
TC1670,R178,3.93,376,2018-12-19
TC1671,R123,5.12,160,2020-03-03
TC1672,R321,4.51,182,2016/03/07
TC1673,R322,1.83,161,2024-01-07
TC1674,R041,7.54,160,2016/11/19
TC1675,R367,4.88,389,2020-07-15
TC1676,R419,1.32,494,2017-12-04
TC1677,R067,4.93,262,2023-07-02
TC1678,R227,6.66,157,2024-11-22
TC1679,R007,8.78,66,2018-04-22
TC1680,R399,6.3,177,2018-07-06
TC1681,R444,8.72,307,2022-03-20
TC1682,R393,1.53,56,2019-05-21
TC1683,R402,9.12,320,2023-04-22
TC1684,R008,7.47,395,2016/09/16
TC1685,R188,9.88,267,2019-07-22
TC1686,R123,4.09,51,2022-11-01
TC1687,R483,1.56,397,2018-05-21
TC1688,R208,6.02,269,2019-08-07
TC1689,R011,3.37,449,2023-12-27
TC1690,R372,5.02,332,2020-06-13
TC1691,R110,4.96,90,2019-10-15
TC1692,R302,8.32,321,2021-02-15
TC1693,R287,5.55,179,2022-05-25
TC1694,R294,1.26,477,2024-06-07
TC1695,R248,6.89,430,2024-08-27
TC1696,R451,3.91,293,2019-06-14
TC1697,R267,7.05,293,2018-10-13
TC1698,R013,2.3,448,2021-04-26
TC1699,R495,9.76,252,2018-04-27
TC1700,R048,5.71,148,2017-05-29
TC1701,R308,2.12,228,2020-08-18
TC1702,R225,5.69,229,2023-08-10
TC1703,R182,2.61,415,2022-02-20
TC1704,R374,5.59,331,2024-10-31
TC1705,R403,3.02,417,2020-11-18
TC1706,R147,8.36,150,2020-06-25
TC1707,R302,8.56,316,2019-06-30
TC1708,R446,8.3,181,2021-05-14
TC1709,R154,7.0,151,2021-06-14
TC1710,R377,7.1,316,2018-09-23
TC1711,R087,1.93,83,2023-02-12
TC1712,R306,9.87,417,2024-11-11
TC1713,R470,8.85,190,2018-12-16
TC1714,R280,1.3,346,2020-08-19
TC1715,R132,6.39,327,2016/03/21
TC1716,R077,2.91,351,2024-08-25
TC1717,R366,5.24,385,2018-07-08
TC1718,R195,1.84,466,2019-02-05
TC1719,R494,7.96,83,2017-07-02
TC1720,R193,9.51,148,2020-11-03
TC1721,R035,7.35,444,2023-06-24
TC1722,R191,1.82,287,2019-06-13
TC1723,R177,7.21,450,2020-03-17
TC1724,R274,5.58,149,2018-11-25
TC1725,R012,4.73,457,2019-02-08
TC1726,R036,5.82,239,2017-08-01
TC1727,R061,6.31,366,2023-12-18
TC1728,R298,9.74,397,2019-10-16
TC1729,R075,7.22,418,2023-11-02
TC1730,R301,9.64,127,2020-08-27
TC1731,R191,9.34,249,2016/07/25
TC1732,R338,5.83,475,2016/02/29
TC1733,R327,6.55,306,2016/09/01
TC1734,R023,9.47,469,2024-08-12
TC1735,R025,4.69,469,2019-07-02
TC1736,R066,4.16,93,2016/09/25
TC1737,R490,8.76,421,2022-05-06
TC1738,R116,1.36,348,2024-01-09
TC1739,R373,1.19,243,2022-08-13
TC1740,R436,4.42,459,2019-01-24
TC1741,R348,6.24,197,2019-05-11
TC1742,R499,7.28,498,2024-02-27
TC1743,R468,4.07,130,2019-04-19
TC1744,R402,4.78,110,2022-06-08
TC1745,R159,8.19,435,2022-03-17
TC1746,R058,6.97,161,2023-05-28
TC1747,R402,3.37,128,2024-11-26
TC1748,R388,1.11,356,2021-02-25
TC1749,R335,1.56,52,2024-11-22
TC1750,R459,7.89,264,2023-11-12
TC1751,R390,9.74,97,2020-01-01
TC1752,R472,2.88,307,2017-10-16
TC1753,R467,1.62,180,2019-08-19
TC1754,R236,3.89,304,2023-12-29
TC1755,R372,9.98,277,2021-08-17
TC1756,R431,6.74,219,2019-12-12
TC1757,R051,2.76,492,2021-06-16
TC1758,R405,9.62,460,2024-10-14
TC1759,R078,9.92,386,2021-01-11
TC1760,R447,4.4,257,2021-11-21
TC1761,R286,9.89,434,2021-10-23
TC1762,R438,8.11,336,2020-03-01
TC1763,R305,3.68,292,2021-12-01
TC1764,R020,7.16,451,2024-12-30
TC1765,R133,4.93,110,2019-05-24
TC1766,R261,5.18,167,2016/05/09
TC1767,R213,8.62,97,2021-01-16
TC1768,R014,7.31,207,2016/11/02
TC1769,R355,6.36,134,2020-01-01
TC1770,R436,2.06,180,2020-06-04
TC1771,R136,8.59,121,2019-05-09
TC1772,R193,5.35,332,2018-10-16
TC1773,R099,9.41,285,2016/05/10
TC1774,R262,4.49,423,2022-10-22
TC1775,R455,4.64,154,2019-06-12
TC1776,R148,6.82,98,2024-05-16
TC1777,R489,9.74,444,2018-08-06
TC1778,R111,6.46,261,2021-06-07
TC1779,R446,5.33,499,2018-03-01
TC1780,R029,4.75,198,2024-08-03
TC1781,R396,3.7,334,2022-12-06
TC1782,R284,9.44,289,2022-12-27
TC1783,R234,1.86,373,2020-02-04
TC1784,R314,4.78,266,2019-10-18
TC1785,R253,4.67,311,2019-09-21
TC1786,R197,1.03,183,2019-05-19
TC1787,R389,2.79,487,2017-09-16
TC1788,R436,3.53,370,2018-09-16
TC1789,R267,7.57,132,2016/07/30
TC1790,R250,5.47,241,2021-05-02
TC1791,R231,5.0,231,2024-06-06
TC1792,R313,2.12,55,2024-03-23
TC1793,R109,7.27,51,2022-10-11
TC1794,R217,2.85,432,2018-12-27
TC1795,R083,5.45,228,2024-02-12
TC1796,R069,8.11,295,2018-03-09
TC1797,R467,7.9,403,2020-07-27
TC1798,R011,9.12,75,2018-03-16
TC1799,R233,1.94,442,2016/01/23
TC1800,R499,1.19,226,2019-08-28
TC1801,R390,2.65,312,2019-05-20
TC1802,R464,10.0,163,2023-04-16
TC1803,R380,6.16,115,2022-09-09
TC1804,R031,4.04,423,2021-05-22
TC1805,R467,5.56,202,2018-06-25
TC1806,R149,6.38,341,2024-02-06
TC1807,R286,6.7,231,2024-08-20
TC1808,R425,7.57,385,2020-03-09
TC1809,R236,5.9,215,2022-02-13
TC1810,R081,8.94,51,2024-01-28
TC1811,R412,9.61,167,2022-04-08
TC1812,R150,5.73,442,2021-06-12
TC1813,R353,2.73,134,2022-01-03
TC1814,R196,6.89,86,2023-05-07
TC1815,R014,7.97,199,2022-05-12
TC1816,R146,7.27,168,2017-06-23
TC1817,R238,1.55,445,2020-08-22
TC1818,R090,2.17,239,2022-02-04
TC1819,R259,1.08,257,2016/09/27
TC1820,R371,6.03,357,2022-03-30
TC1821,R323,7.21,186,2021-10-14
TC1822,R442,2.81,97,2018-12-16
TC1823,R364,2.15,404,2017-05-30
TC1824,R430,6.83,64,2019-02-01
TC1825,R230,6.43,71,2022-02-06
TC1826,R355,3.57,174,2024-04-04
TC1827,R133,6.03,330,2019-08-11
TC1828,R288,4.11,242,2016/09/24
TC1829,R162,4.13,447,2022-11-04
TC1830,R354,5.17,58,2024-12-23
TC1831,R415,4.52,451,2016/08/30
TC1832,R447,7.37,198,2023-12-12
TC1833,R245,4.1,99,2020-12-08
TC1834,R052,1.85,491,2017-11-15
TC1835,R449,9.47,221,2018-01-18
TC1836,R229,3.97,182,2022-11-22
TC1837,R204,6.67,476,2017-05-05
TC1838,R427,1.71,319,2017-05-30
TC1839,R368,3.78,434,2022-11-25
TC1840,R401,9.13,291,2024-08-19
TC1841,R327,5.44,250,2021-06-12
TC1842,R173,3.36,218,2018-04-12
TC1843,R315,5.75,227,2016/12/22
TC1844,R126,4.47,76,2017-04-25
TC1845,R068,3.55,407,2021-04-29
TC1846,R234,7.76,315,2019-12-14
TC1847,R248,2.3,448,2016/11/20
TC1848,R104,6.18,135,2019-08-15
TC1849,R435,5.84,193,2018-10-28
TC1850,R198,1.04,459,2020-12-14
TC1851,R144,7.56,239,2020-03-19
TC1852,R065,2.82,389,2017-09-24
TC1853,R010,1.83,406,2023-11-01
TC1854,R016,4.62,164,2018-09-05
TC1855,R478,2.49,195,2019-07-21
TC1856,R237,8.85,280,2021-09-14
TC1857,R342,7.95,361,2020-04-30
TC1858,R047,9.48,419,2019-12-14
TC1859,R063,5.52,230,2024-08-15
TC1860,R440,2.67,227,2019-10-12
TC1861,R159,4.64,336,2017-03-23
TC1862,R313,9.48,81,2024-06-05
TC1863,R178,2.94,377,2016/02/08
TC1864,R273,2.72,267,2016/11/20
TC1865,R379,9.79,96,2018-04-19
TC1866,R080,1.82,368,2019-07-18
TC1867,R358,1.37,245,2021-05-07
TC1868,R455,2.03,469,2017-05-29
TC1869,R231,7.18,477,2017-12-08
TC1870,R387,7.6,466,2023-05-08
TC1871,R262,9.91,390,2016/05/28
TC1872,R373,9.38,499,2025-01-18
TC1873,R313,5.07,332,2021-04-22
TC1874,R237,1.46,247,2023-03-18
TC1875,R393,5.83,102,2023-08-25
TC1876,R275,9.49,99,2019-07-09
TC1877,R113,2.09,73,2021-10-29
TC1878,R299,6.28,402,2021-06-17
TC1879,R363,8.47,101,2021-05-17
TC1880,R120,5.07,379,2020-01-15
TC1881,R150,9.43,495,2017-12-14
TC1882,R228,2.04,111,2017-01-03
TC1883,R200,5.49,177,2022-01-07
TC1884,R196,1.13,130,2024-08-18
TC1885,R162,5.54,376,2022-08-27
TC1886,R061,1.49,108,2018-10-20
TC1887,R008,4.51,146,2023-06-05
TC1888,R197,1.62,389,2023-10-19
TC1889,R339,3.52,266,2024-06-15
TC1890,R061,7.19,134,2018-11-14
TC1891,R475,8.15,78,2024-01-25
TC1892,R190,5.89,78,2017-02-17
TC1893,R038,5.16,259,2017-06-09
TC1894,R223,4.61,97,2017-08-12
TC1895,R213,6.89,310,2023-02-10
TC1896,R199,6.94,289,2023-04-28
TC1897,R214,1.29,51,2021-06-27
TC1898,R206,3.1,190,2024-11-11
TC1899,R033,8.68,298,2021-11-08
TC1900,R364,6.83,487,2022-09-30
TC1901,R243,7.22,327,2024-04-08
TC1902,R487,3.31,238,2016/05/21
TC1903,R195,7.45,327,2022-04-18
TC1904,R275,5.95,247,2021-08-09
TC1905,R248,8.14,183,2017-07-20
TC1906,R156,3.48,132,2016/09/08
TC1907,R181,9.18,322,2020-02-25
TC1908,R083,9.63,345,2016/10/23
TC1909,R334,1.79,273,2022-01-10
TC1910,R241,6.13,419,2016/01/21
TC1911,R417,2.31,283,2023-10-18
TC1912,R252,5.33,309,2023-12-01
TC1913,R050,1.88,386,2016/09/18
TC1914,R489,5.49,152,2017-06-19
TC1915,R432,7.51,467,2019-10-25
TC1916,R490,9.58,388,2017-05-12
TC1917,R120,5.29,402,2019-10-31
TC1918,R210,3.5,312,2021-06-13
TC1919,R370,8.77,235,2022-04-22
TC1920,R336,8.04,106,2024-01-21
TC1921,R179,9.0,196,2023-05-05
TC1922,R284,7.58,237,2022-02-10
TC1923,R200,1.57,475,2018-06-29
TC1924,R014,1.15,121,2019-08-26
TC1925,R129,3.32,346,2019-11-12
TC1926,R076,5.65,279,2018-06-18
TC1927,R485,1.93,434,2016/07/30
TC1928,R160,6.09,268,2016/11/15
TC1929,R439,6.21,276,2018-02-20
TC1930,R307,5.89,347,2021-05-17
TC1931,R202,4.67,130,2023-01-16
TC1932,R403,4.43,150,2019-06-08
TC1933,R394,6.5,318,2023-06-12
TC1934,R115,2.55,140,2021-03-07
TC1935,R353,4.42,438,2019-02-12
TC1936,R017,5.64,405,2024-09-05
TC1937,R416,7.6,406,2018-12-13
TC1938,R363,8.62,242,2021-04-23
TC1939,R128,9.31,302,2019-02-16
TC1940,R372,1.91,196,2021-06-01
TC1941,R163,1.52,292,2020-04-19
TC1942,R154,1.46,109,2024-02-06
TC1943,R336,7.4,142,2022-10-20
TC1944,R229,9.42,282,2022-03-27
TC1945,R386,7.39,462,2019-03-26
TC1946,R103,3.75,411,2019-08-09
TC1947,R252,8.13,338,2020-12-26
TC1948,R288,7.51,116,2019-05-18
TC1949,R398,6.21,144,2022-04-22
TC1950,R442,6.09,496,2018-05-23
TC1951,R405,6.27,293,2020-08-08
TC1952,R269,5.33,498,2016/12/28
TC1953,R358,8.04,466,2017-02-23
TC1954,R369,8.99,73,2019-09-14
TC1955,R154,4.09,342,2019-11-15
TC1956,R069,3.39,169,2021-06-17
TC1957,R142,6.03,170,2017-06-02
TC1958,R487,2.35,59,2021-02-28
TC1959,R252,9.26,291,2018-04-28
TC1960,R072,1.12,499,2019-07-26
TC1961,R062,6.05,500,2022-08-31
TC1962,R283,5.93,136,2016/10/05
TC1963,R206,9.51,199,2016/11/11
TC1964,R344,1.08,285,2017-09-18
TC1965,R438,8.27,320,2022-02-08
TC1966,R120,4.5,183,2022-05-11
TC1967,R129,8.9,434,2023-03-04
TC1968,R119,7.4,218,2019-02-07
TC1969,R391,4.56,321,2023-12-30
TC1970,R149,4.75,393,2017-12-08
TC1971,R122,8.23,280,2018-11-14
TC1972,R020,2.45,319,2024-01-20
TC1973,R087,9.85,450,2018-11-04
TC1974,R091,1.96,378,2019-05-15
TC1975,R300,4.89,439,2023-03-25
TC1976,R111,1.64,409,2023-07-26
TC1977,R083,9.12,390,2019-10-08
TC1978,R033,2.05,415,2022-08-21
TC1979,R214,1.62,106,2024-05-12
TC1980,R013,9.56,171,2016/09/17
TC1981,R236,4.3,259,2022-04-23
TC1982,R263,8.94,446,2023-01-09
TC1983,R306,9.64,184,2016/03/22
TC1984,R038,7.32,319,2017-01-01
TC1985,R492,2.0,311,2022-11-30
TC1986,R296,8.0,344,2019-04-09
TC1987,R306,8.3,490,2021-04-11
TC1988,R478,1.06,346,2016/10/13
TC1989,R323,9.47,229,2016/06/06
TC1990,R281,1.18,485,2016/11/07
TC1991,R048,8.03,497,2017-05-25
TC1992,R162,7.54,169,2017-02-11
TC1993,R060,6.79,300,2021-02-25
TC1994,R398,9.25,429,2017-07-26
TC1995,R371,4.66,475,2021-02-02
TC1996,R037,2.22,456,2019-07-16
TC1997,R203,8.74,325,2023-08-24
TC1998,R498,2.94,258,2022-11-03
TC1999,R305,4.03,228,2018-03-13
TC2000,R158,1.62,225,2018-12-18
TC2001,R080,7.17,357,2019-02-23
TC2002,R205,7.8,161,2019-09-11
TC2003,R475,4.77,318,2022-02-25
TC2004,R471,7.22,209,2021-07-07
TC2005,R462,9.07,446,2017-08-31
TC2006,R003,1.7,455,2023-11-29
TC2007,R369,2.42,280,2019-01-13
TC2008,R077,1.31,307,2018-09-16
TC2009,R244,8.77,236,2020-08-19
TC2010,R029,4.72,480,2017-08-24
TC2011,R365,8.45,492,2016/06/05
TC2012,R303,5.74,274,2024-11-26
TC2013,R445,6.21,434,2020-01-03
TC2014,R142,2.68,413,2017-07-17
TC2015,R280,8.09,367,2017-01-27
TC2016/R4/5,5.04,151,2024-04-22
TC2017,R101,2.56,141,2018-08-09
TC2018,R180,2.24,252,2024-09-12
TC2019,R294,9.74,373,2021-06-28
TC2020,R390,2.01,270,2019-03-08
TC2021,R462,9.49,183,2019-07-06
TC2022,R146,3.86,186,2018-08-21
TC2023,R157,6.11,333,2017-09-01
TC2024,R323,1.67,169,2016/04/15
TC2025,R225,4.0,340,2017-12-18
TC2026,R331,9.13,137,2024-01-24
TC2027,R307,7.77,489,2024-07-21
TC2028,R214,9.02,110,2016/02/08
TC2029,R131,6.54,175,2016/08/09
TC2030,R223,5.57,206,2021-07-15
TC2031,R346,2.0,60,2021-11-18
TC2032,R018,5.15,287,2022-05-05
TC2033,R231,1.48,64,2025-01-09
TC2034,R360,1.59,294,2020-09-08
TC2035,R457,8.59,140,2024-03-18
